Resamples:,0,1
ACSF1,0.39425706941491356,1.5914638862581305
Adiac,0.7128913086054938,0.7757630508855515
ArrowHead,0.5680761115509766,0.5507106287239878
BME,0.24197400450601123,0.23284827753166756
Beef,0.8044105047589866,1.012083545666237
BeetleFly,0.36332425803819185,0.3187810725463628
BirdChicken,0.39099212779403764,0.13564023705979183
CBF,0.11937557829995243,0.10471571625300369
Car,0.4133325117538237,0.31650463676971924
ToeSegmentation1,0.1322099756875618,0.13986120303581231
ToeSegmentation2,0.2261686052864423,0.11462419370817213
Trace,0.009423439058293449,0.005900777071804333
TwoLeadECG,0.06972679139510202,0.1318788007107624
UWaveGestureLibraryZ,0.6887816148034068,0.6832643727687178
Wafer,0.0005707426761542033,0.00027268494007445
Wine,0.3955911931896982,0.22602164056439827
WordSynonyms,1.9136177058970367,1.8045904331849918
Worms,0.7195081459553326,1.1291542491285915
WormsTwoClass,0.422031739015154,0.4019092611414326
Yoga,0.3563521013531301,0.36355671168040243
