testAccuracy,Kolmogorov,Info Gain,Info Gain(no_early_abandon),Kruskal Wallis,F-Stat,Moods Median,Wasserstein
testAccuracyMean,0.864126654246882,0.8616845731649649,0.8616845731649649,0.8583650558368632,0.8512924583231201,0.8530209979668925,0.8273346717942184
testAccuracyAvgRank,3.125,3.45,3.45,3.95,3.975,4.2,5.85

testBalAcc,Kolmogorov,Info Gain,Info Gain(no_early_abandon),Kruskal Wallis,Moods Median,F-Stat,Wasserstein
testBalAccMean,0.8534288553405889,0.8490141551609648,0.8490141551609648,0.8465960232985565,0.8417794401140425,0.8393346111441792,0.8165819964382
testBalAccAvgRank,3.2,3.525,3.525,3.9,4.025,4.1,5.725

testAUROC,Info Gain,Info Gain(no_early_abandon),Kolmogorov,Kruskal Wallis,Moods Median,F-Stat,Wasserstein
testAUROCMean,0.9662988590608783,0.9662988590608783,0.9672845800298446,0.9652971053166752,0.9643072108127637,0.9614801742598187,0.9394166780134731
testAUROCAvgRank,2.975,2.975,3.225,3.675,3.975,4.925,6.25

testLogLoss,Info Gain(no_early_abandon),Info Gain,Kolmogorov,Kruskal Wallis,F-Stat,Moods Median,Wasserstein
testLogLossMean,0.450001172696534,0.45000172465707616,0.4585763125093303,0.45167863380127365,0.45603077299250827,0.47622180020118243,0.572590655353877
testLogLossAvgRank,2.975,3.025,3.1,3.7,4.4,4.5,6.3

testF1,Kolmogorov,Info Gain,Info Gain(no_early_abandon),Kruskal Wallis,F-Stat,Moods Median,Wasserstein
testF1Mean,0.8606274246855546,0.8577249091800263,0.8577249091800263,0.8544147474090437,0.8477494858238771,0.8501557952676535,0.8248448011823507
testF1AvgRank,3.1,3.575,3.575,3.875,3.975,4.1,5.8

testFitTime,F-Stat,Wasserstein,Kolmogorov,Moods Median,Info Gain,Info Gain(no_early_abandon),Kruskal Wallis
testFitTimeMean,192494.4,181879.125,195072.6,202922.825,271654.45,268374.75,303956.6
testFitTimeAvgRank,2.15,2.3,4.0,4.15,4.3,4.4,6.7

testPredictTime,Wasserstein,Info Gain(no_early_abandon),Info Gain,F-Stat,Kruskal Wallis,Kolmogorov,Moods Median
testPredictTimeMean,21352.975,25099.825,25927.1,27090.65,27563.975,29211.15,28900.175
testPredictTimeAvgRank,1.35,2.9,3.05,3.9,5.0,5.55,6.25

testMemoryUsage,Wasserstein,Kolmogorov,Info Gain(no_early_abandon),Info Gain,Kruskal Wallis,F-Stat,Moods Median
testMemoryUsageMean,48883200.0,55383040.0,61862092.8,59846656.0,58506137.6,57079296.0,63120588.8
testMemoryUsageAvgRank,1.65,3.7,3.8,3.9,4.3,4.55,6.1

