Estimators:,F-Stat,Info Gain,Info Gain(no_early_abandon),Kolmogorov,Kruskal Wallis,Moods Median,Wasserstein
ACSF1,54728704.0,56231936.0,55990272.0,70567936.0,48566272.0,74227712.0,63975424.0
Adiac,120643584.0,104351744.0,104171520.0,104314880.0,130443264.0,138160128.0,89096192.0
ArrowHead,28325888.0,26486784.0,26365952.0,26460160.0,27361280.0,32548864.0,19324928.0
BME,22861824.0,21446656.0,21041152.0,21846016.0,22136832.0,23314432.0,17688576.0
Beef,36345856.0,32835584.0,32655360.0,33574912.0,33939456.0,37474304.0,18087936.0
BeetleFly,27301888.0,27262976.0,27006976.0,25470976.0,25255936.0,28098560.0,18509824.0
BirdChicken,25169920.0,24061952.0,22681600.0,23109632.0,22968320.0,25018368.0,17094656.0
CBF,21753856.0,18708480.0,18434048.0,18737152.0,19353600.0,21852160.0,17741824.0
Car,35469312.0,27203584.0,27015168.0,27494400.0,28008448.0,32684032.0,23676928.0
ChlorineConcentration,124379136.0,114253824.0,115892224.0,120526848.0,120266752.0,121057280.0,99581952.0
CinCECGTorso,26910720.0,27226112.0,27305984.0,28207104.0,29337600.0,33478656.0,19939328.0
Coffee,25085952.0,24719360.0,24414208.0,23541760.0,22730752.0,25952256.0,25872384.0
Computers,96966656.0,110747648.0,110657536.0,118224896.0,104062976.0,108288000.0,107452416.0
CricketX,100132864.0,92416000.0,92276736.0,99168256.0,105353216.0,109291520.0,81178624.0
CricketY,100868096.0,91463680.0,91312128.0,96532480.0,105854976.0,105383936.0,80967680.0
CricketZ,103903232.0,93646848.0,93583360.0,101914624.0,109637632.0,109588480.0,82434048.0
Crop,414492672.0,511549440.0,362065920.0,408473600.0,287969280.0,523954176.0,433000448.0
DistalPhalanxOutlineAgeGroup,63930368.0,65085440.0,65429504.0,64718848.0,63877120.0,63555584.0,63584256.0
DistalPhalanxOutlineCorrect,138921984.0,115245056.0,115097600.0,124758016.0,130686976.0,141049856.0,112746496.0
DistalPhalanxTW,58531840.0,71333888.0,71915520.0,70565888.0,56707072.0,62814208.0,61646848.0
ECG200,33173504.0,30464000.0,30373888.0,31774720.0,31875072.0,33083392.0,28051456.0
ECG5000,77172736.0,75841536.0,75882496.0,74141696.0,77688832.0,78243840.0,76208128.0
ECGFiveDays,20019200.0,19054592.0,18851840.0,19132416.0,18722816.0,20248576.0,18444288.0
EOGHorizontalSignal,85956608.0,85192704.0,84641792.0,86454272.0,89391104.0,91691008.0,78641152.0
EOGVerticalSignal,88471552.0,85639168.0,85639168.0,103673856.0,93990912.0,97271808.0,99497984.0
EthanolLevel,159557632.0,160354304.0,160215040.0,157433856.0,157026304.0,154523648.0,137975808.0
FaceAll,108855296.0,108234752.0,108025856.0,111075328.0,117583872.0,120414208.0,103622656.0
FacesUCR,53256192.0,52776960.0,52592640.0,54702080.0,60272640.0,69201920.0,47781888.0
Fish,58220544.0,52092928.0,51765248.0,55328768.0,58540032.0,64475136.0,53585920.0
FordA,291246080.0,311367680.0,240537600.0,210878464.0,11722752.0,212115456.0,307671040.0
FordB,256888832.0,271937536.0,322562048.0,240705536.0,197531648.0,317360128.0,310321152.0
FreezerRegularTrain,52275200.0,47527936.0,47237120.0,46958592.0,47730688.0,47726592.0,37070848.0
FreezerSmallTrain,21125120.0,20097024.0,19734528.0,20154368.0,19556352.0,20844544.0,17494016.0
GunPoint,34306048.0,29339648.0,29132800.0,29878272.0,33974272.0,34013184.0,23103488.0
GunPointAgeSpan,43718656.0,42076160.0,41805824.0,42113024.0,42174464.0,43909120.0,34304000.0
GunPointMaleVersusFemale,45697024.0,39817216.0,39550976.0,40448000.0,39311360.0,41670656.0,34961408.0
GunPointOldVersusYoung,44937216.0,44982272.0,44716032.0,48087040.0,49096704.0,52185088.0,34394112.0
Ham,57077760.0,52424704.0,52144128.0,55234560.0,36136960.0,57350144.0,45533184.0
HandOutlines,59998208.0,195633152.0,196007936.0,194639872.0,186169344.0,59197440.0,175439872.0
Haptics,55918592.0,52748288.0,52529152.0,51566592.0,53557248.0,54640640.0,41414656.0
Herring,38664192.0,37249024.0,36964352.0,36648960.0,36972544.0,37849088.0,32292864.0
InlineSkate,55537664.0,45305856.0,45182976.0,48623616.0,53338112.0,54650880.0,32174080.0
InsectEPGRegularTrain,39333888.0,34105344.0,33986560.0,35483648.0,37124096.0,39145472.0,25038848.0
InsectWingbeatSound,52799488.0,52523008.0,52279296.0,52445184.0,58304512.0,67702784.0,47503360.0
ItalyPowerDemand,28307456.0,24397824.0,24332288.0,51171328.0,24371200.0,25219072.0,53823488.0
LargeKitchenAppliances,101787648.0,104554496.0,103405568.0,90914816.0,104558592.0,95698944.0,88240128.0
Mallat,24461312.0,27572224.0,27844608.0,29044736.0,35799040.0,45522944.0,26400768.0
Meat,36634624.0,33605632.0,33454080.0,34129920.0,31764480.0,38633472.0,33927168.0
MedicalImages,65816576.0,63481856.0,63459328.0,62048256.0,74467328.0,71858176.0,62992384.0
MiddlePhalanxOutlineAgeGroup,74274816.0,75513856.0,75808768.0,76247040.0,72622080.0,72308736.0,75294720.0
MiddlePhalanxOutlineCorrect,140451840.0,108171264.0,107075584.0,125751296.0,131063808.0,137220096.0,121153536.0
MiddlePhalanxTW,72904704.0,78692352.0,78419968.0,77312000.0,74903552.0,81297408.0,78110720.0
MixedShapesRegularTrain,107823104.0,107597824.0,107651072.0,112994304.0,11939840.0,119705600.0,95365120.0
MixedShapesSmallTrain,37599232.0,38156288.0,38017024.0,38344704.0,40945664.0,51308544.0,29253632.0
MoteStrain,23746560.0,22771712.0,22495232.0,23754752.0,22872064.0,24014848.0,17715200.0
NonInvasiveFetalECGThorax1,237244416.0,222750720.0,232284160.0,237766656.0,232695808.0,228710400.0,231583744.0
NonInvasiveFetalECGThorax2,239562752.0,233662464.0,236232704.0,226822144.0,237494272.0,251482112.0,236900352.0
OSULeaf,65245184.0,65619968.0,65128448.0,87019520.0,86022144.0,86693888.0,74805248.0
OliveOil,27369472.0,24911872.0,24604672.0,25051136.0,23001088.0,34058240.0,35131392.0
PhalangesOutlinesCorrect,230205440.0,191770624.0,191455232.0,231397376.0,223049728.0,232310784.0,231163904.0
Plane,37386240.0,46016512.0,45690880.0,45457408.0,48236544.0,63713280.0,28551168.0
PowerCons,43251712.0,42110976.0,41832448.0,42522624.0,41959424.0,42502144.0,40433664.0
ProximalPhalanxOutlineAgeGroup,74362880.0,73617408.0,73703424.0,74553344.0,74096640.0,76040192.0,81938432.0
ProximalPhalanxOutlineCorrect,119482368.0,100503552.0,100702208.0,116441088.0,113844224.0,112553984.0,109914112.0
ProximalPhalanxTW,63045632.0,72945664.0,72740864.0,70105088.0,63494144.0,78131200.0,69652480.0
Rock,24590336.0,25008128.0,24453120.0,16246784.0,24668160.0,32079872.0,17934336.0
ScreenType,123217920.0,127723520.0,127885312.0,124637184.0,125919232.0,120002560.0,120573952.0
SemgHandGenderCh2,96167936.0,83847168.0,84023296.0,87672832.0,90974208.0,87791616.0,84901888.0
SemgHandMovementCh2,108722176.0,106037248.0,105383936.0,105271296.0,106825728.0,108861440.0,107268096.0
SemgHandSubjectCh2,104648704.0,100919296.0,103378944.0,104306688.0,95098880.0,95297536.0,101734400.0
ShapeletSim,22464512.0,21846016.0,21491712.0,20901888.0,20662272.0,22786048.0,29755392.0
ShapesAll,145219584.0,144363520.0,148434944.0,145924096.0,109289472.0,150745088.0,142260224.0
SmoothSubspace,37566464.0,37806080.0,37642240.0,37773312.0,36651008.0,36804608.0,34584576.0
SonyAIBORobotSurface2,24532992.0,21671936.0,21278720.0,21690368.0,21495808.0,23236608.0,17588224.0
StarLightCurves,161255424.0,164513792.0,164364288.0,168581120.0,38430720.0,165953536.0,107862016.0
Strawberry,145801216.0,129222656.0,130318336.0,127930368.0,129665024.0,129742848.0,137506816.0
SwedishLeaf,119789568.0,115169280.0,114513920.0,120363008.0,129150976.0,127799296.0,95983616.0
Symbols,23748608.0,24006656.0,22691840.0,22517760.0,27314176.0,34496512.0,21641216.0
SyntheticControl,62662656.0,63952896.0,63979520.0,64991232.0,65579008.0,79382528.0,58771456.0
ToeSegmentation1,31490048.0,31010816.0,30982144.0,31240192.0,31557632.0,33406976.0,21374976.0
ToeSegmentation2,26478592.0,27756544.0,27461632.0,27484160.0,27281408.0,30547968.0,19474432.0
Trace,36820992.0,36249600.0,35969024.0,37511168.0,36642816.0,48044032.0,27856896.0
TwoLeadECG,21573632.0,19130368.0,18892800.0,19636224.0,18704384.0,20467712.0,18081792.0
UMD,26521600.0,26572800.0,26249216.0,26611712.0,26859520.0,27416576.0,19251200.0
UWaveGestureLibraryX,168460288.0,165703680.0,165246976.0,166217728.0,162541568.0,160917504.0,163311616.0
UWaveGestureLibraryZ,169834496.0,169840640.0,168359936.0,173692928.0,167534592.0,168357888.0,162516992.0
Wafer,101627904.0,102023168.0,99741696.0,97544192.0,103421952.0,102557696.0,95866880.0
Wine,45252608.0,39512064.0,39331840.0,40501248.0,43620352.0,44603392.0,31352832.0
WordSynonyms,64907264.0,68063232.0,67104768.0,67944448.0,72048640.0,88156160.0,59568128.0
Worms,71366656.0,78209024.0,77930496.0,79142912.0,80463872.0,76220416.0,84498432.0
WormsTwoClass,76769280.0,89882624.0,89622528.0,92268544.0,97574912.0,93063168.0,108238848.0
Yoga,93353984.0,81821696.0,81436672.0,83828736.0,91893760.0,82343936.0,59684864.0
