Estimators:,F-Stat,Info Gain,Info Gain(no_early_abandon),Kolmogorov,Kruskal Wallis,Moods Median,Wasserstein
ACSF1,270951.0,271053.0,280472.0,267092.0,551506.5,285811.0,251648.0
Adiac,415161.5,400202.5,407311.0,360372.0,823072.5,474601.5,290540.0
ArrowHead,16284.0,15454.5,16529.0,15539.0,39320.5,17241.5,15346.5
BME,11519.5,11122.5,11907.5,12181.0,30278.5,11858.0,11622.5
Beef,22223.0,22022.5,21964.5,23268.0,47605.0,24269.5,18264.5
BeetleFly,22396.0,22582.0,23137.0,22511.5,43034.5,22578.5,21346.0
BirdChicken,19832.5,20025.0,19895.0,20049.5,39204.0,20521.5,19004.5
CBF,10291.0,10413.5,10573.0,11069.0,28982.5,11662.5,11545.0
Car,37545.5,33336.5,33324.5,33145.5,91168.0,35388.5,33534.5
ChlorineConcentration,278668.0,347882.0,359168.0,287232.0,771827.5,271815.0,248771.5
CinCECGTorso,165528.0,166735.5,172112.0,160558.5,332797.5,174012.5,157456.5
Coffee,11570.0,12060.0,12538.5,12646.0,31532.0,12897.0,15017.5
Computers,431618.5,452325.0,465896.5,437935.5,975976.5,440652.5,414237.5
CricketX,325087.5,357413.0,364643.0,318993.0,792658.0,343923.5,270008.0
CricketY,298475.5,331893.5,340217.5,295483.5,760627.5,316601.0,253773.0
CricketZ,325742.5,351004.0,361852.5,323009.5,810652.0,342397.0,270308.0
Crop,15274426.0,128482629.5,148665658.0,15737513.0,85010566.5,15358610.0,15600487.5
DistalPhalanxOutlineAgeGroup,66613.5,125025.5,128700.0,77489.5,440845.0,67075.5,74087.0
DistalPhalanxOutlineCorrect,206680.5,335714.0,329963.0,195259.0,904129.5,206577.5,184038.5
DistalPhalanxTW,65106.0,138540.5,140078.5,92350.0,441016.5,72703.5,76617.0
ECG200,17144.5,18656.0,19630.5,18310.5,85071.0,17708.5,19325.0
ECG5000,104913.5,190270.5,189339.0,118233.5,655530.0,108064.0,113299.5
ECGFiveDays,8736.5,8948.0,9621.5,9400.5,23046.5,9242.5,10926.0
EOGHorizontalSignal,1249299.0,1289374.0,1295500.5,1205718.5,2589881.5,1275122.0,1158893.5
EOGVerticalSignal,1272482.0,1306524.5,1325753.0,1226101.5,2626143.0,1298570.5,1176806.0
EthanolLevel,1468154.0,1577655.0,1597193.0,1407798.5,3114572.0,1479000.0,1378972.0
FaceAll,350874.5,439610.0,472080.0,362670.0,1056366.0,391484.5,340867.5
FacesUCR,65708.5,76123.5,79647.0,72895.0,226654.0,90058.5,63732.5
Fish,84487.5,78853.0,82421.5,84072.0,236448.5,86103.5,77226.5
FordA,3312659.0,24536944.0,22568674.0,3341655.5,23115684.5,3302771.5,3310178.0
FordB,3296257.5,25010872.5,23707288.0,3383846.5,23133241.0,3106477.0,2971979.5
FreezerRegularTrain,46099.5,49961.5,49802.5,45627.0,171482.0,42036.5,43000.5
FreezerSmallTrain,12426.0,13199.5,13028.5,13372.5,32854.5,13544.5,14658.5
GunPoint,15006.0,15776.0,16576.0,16260.0,46657.5,17100.0,15534.0
GunPointAgeSpan,29347.5,32627.0,34374.5,31796.0,122684.5,29311.5,28165.5
GunPointMaleVersusFemale,28438.5,30871.0,32878.5,30159.5,123816.0,28047.5,28262.0
GunPointOldVersusYoung,29482.0,32053.0,36010.0,33890.0,128720.5,33559.0,29336.0
Ham,41291.5,43506.0,43967.5,43193.5,125383.0,42446.5,38094.5
HandOutlines,5139053.0,5723479.0,5753282.5,4878032.0,10942908.5,5089162.5,4747972.0
Haptics,270831.5,271384.0,276170.0,252630.0,584579.5,268894.0,245610.0
Herring,29750.5,31959.0,33375.5,33354.5,76820.5,32398.5,30860.0
InlineSkate,505142.0,498070.0,499041.5,484563.5,1001837.5,507477.5,460455.0
InsectEPGRegularTrain,65281.0,63348.0,62608.0,63997.5,147928.0,65773.0,59412.5
InsectWingbeatSound,81704.0,94946.5,95309.0,89145.5,293185.5,104399.0,81573.0
ItalyPowerDemand,12165.0,11815.5,12911.0,18592.0,50954.5,11859.5,20466.5
LargeKitchenAppliances,604780.5,598551.0,602871.5,579291.0,1370595.0,600929.0,553917.5
Mallat,46229.5,48059.0,52140.0,48861.5,115563.0,57651.0,47025.0
Meat,19832.5,19073.0,20069.0,20087.5,56048.0,20377.0,21839.5
MedicalImages,114238.0,158089.0,163439.0,119481.5,474310.0,127576.5,115515.5
MiddlePhalanxOutlineAgeGroup,78597.0,140089.5,138506.5,90878.0,467888.0,79542.5,87786.0
MiddlePhalanxOutlineCorrect,217130.5,321540.0,313187.0,207450.0,908078.5,216635.0,206516.0
MiddlePhalanxTW,102717.5,171519.0,168926.0,125429.0,483025.0,124946.0,119027.0
MixedShapesRegularTrain,1141949.0,1230756.5,1224516.0,1110791.5,2614452.0,1161815.0,1055362.5
MixedShapesSmallTrain,211643.5,207808.0,213464.0,205523.0,451203.0,218134.0,188878.5
