Estimators:,F-Stat,Info Gain,Info Gain(no_early_abandon),Kolmogorov,Kruskal Wallis,Moods Median,Wasserstein
ACSF1,0.8599999999999999,0.85,0.85,0.8700000000000001,0.825,0.8550000000000001,0.8600000000000001
Adiac,0.7905783405783406,0.8072103947103947,0.8072103947103947,0.8093522843522843,0.8086366711366711,0.7876782001782002,0.7678933866433866
ArrowHead,0.79085771579619,0.7669309999088507,0.7669309999088507,0.7509798559839577,0.7717619177832468,0.733342448272719,0.7548537052228603
BME,0.9366666666666666,0.9366666666666665,0.9366666666666665,0.9266666666666665,0.9266666666666665,0.9199999999999999,0.95
Beef,0.7,0.6666666666666667,0.6666666666666667,0.75,0.6666666666666666,0.7166666666666668,0.5666666666666667
BeetleFly,0.925,0.95,0.95,0.95,0.95,0.925,0.925
BirdChicken,0.85,0.875,0.875,0.875,0.95,0.875,0.7
CBF,0.9685283296541576,0.9685393671817514,0.9685393671817514,0.9674356144223695,0.9630206033848419,0.9541464311994112,0.948057246988755
Car,0.9006651243493349,0.8816150954308849,0.8816150954308849,0.894772990167727,0.8725057836899942,0.8990023134759977,0.7738938692886062
ToeSegmentation1,0.9495370370370371,0.9590277777777778,0.9590277777777778,0.9502314814814814,0.9502314814814814,0.9456018518518519,0.9252314814814815
ToeSegmentation2,0.9235455974842768,0.9040880503144655,0.9040880503144655,0.89937106918239,0.9154874213836478,0.9272798742138365,0.889937106918239
Trace,1.0,1.0,1.0,1.0,1.0,1.0,0.9779135338345866
TwoLeadECG,0.9820167730398052,0.9929824561403509,0.9929824561403509,0.9942974747941912,0.9921052631578947,0.9907894736842106,0.9394374556778589
UWaveGestureLibraryZ,0.773421634364875,0.7722940376661223,0.7722940376661223,0.7707713939673037,0.7714886386222555,0.7752614300989125,0.7529463800664399
Wafer,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Wine,0.8055555555555556,0.8425925925925926,0.8425925925925926,0.8333333333333333,0.7962962962962963,0.861111111111111,0.8703703703703703
WordSynonyms,0.480352808062547,0.4586225215095451,0.4586225215095451,0.4678409420772104,0.4572333511653998,0.41273428540102763,0.4866634716851302
Worms,0.6363811188811188,0.6687354312354312,0.6687354312354312,0.6772960372960373,0.7110955710955711,0.6685489510489511,0.6310431235431235
WormsTwoClass,0.7954545454545454,0.8295454545454546,0.8295454545454546,0.8219696969696969,0.7878787878787878,0.8049242424242424,0.7954545454545455
Yoga,0.8517111068722579,0.8646941704700943,0.8646941704700943,0.8582197814568442,0.85199834625166,0.858483121447758,0.8307975784335492
