Estimators:,F-Stat,Info Gain,Info Gain(no_early_abandon),Kolmogorov,Kruskal Wallis,Moods Median,Wasserstein
ACSF1,385555.5,396793.0,397184.0,377740.5,704929.5,405724.5,358455.0
Adiac,446247.5,440233.0,443251.5,389097.5,514937.0,496611.0,307608.5
ArrowHead,20715.5,24221.5,27910.0,21100.0,27395.0,21532.5,20663.5
BME,14226.0,14763.5,14358.0,15587.5,18887.5,15033.5,16486.0
Beef,30224.0,33525.5,35930.0,31266.5,42489.0,30852.0,25633.0
BeetleFly,30118.0,34904.0,37473.5,31690.5,47046.0,30778.0,30362.0
BirdChicken,26949.0,28833.0,30023.0,27936.0,41072.5,27157.0,26887.5
CBF,13395.5,14099.0,13925.0,14952.0,18788.0,14736.5,16837.0
Car,48840.0,46489.0,46229.0,48897.0,77393.5,47694.0,46745.0
ToeSegmentation1,26520.0,26804.0,26865.5,28313.0,38939.0,27041.5,26587.0
ToeSegmentation2,27959.5,29367.0,29448.5,30923.0,44803.0,29718.0,29067.5
Trace,47694.0,50989.0,51256.5,52782.5,81143.5,56039.0,49075.0
TwoLeadECG,10896.0,11449.5,11347.0,12561.5,13813.5,11405.5,14742.0
UWaveGestureLibraryZ,954012.5,1609355.5,1528628.5,993863.5,1280970.0,971167.5,947702.0
Wafer,173271.0,958461.0,964368.0,210560.5,289287.0,176985.0,184604.5
Wine,25013.5,23900.0,23721.0,25125.0,30095.5,26395.0,23321.5
WordSynonyms,189600.5,234191.0,233657.5,215509.5,297344.0,272099.5,176791.0
Worms,569402.5,591488.5,591082.0,563838.0,1056998.0,579759.5,555949.0
WormsTwoClass,566254.5,590906.5,591452.5,568162.0,1060079.5,580864.0,572110.5
Yoga,242993.0,272315.5,269384.0,241546.0,392721.0,236863.0,207955.0
