Estimators:,F-Stat,Info Gain,Info Gain(no_early_abandon),Kolmogorov,Kruskal Wallis,Moods Median,Wasserstein
ACSF1,0.845,0.845,0.845,0.845,0.8200000000000001,0.8600000000000001,0.835
Adiac,0.7749360613810742,0.7902813299232736,0.7902813299232736,0.7953964194373402,0.80306905370844,0.7826086956521738,0.7826086956521738
ArrowHead,0.7942857142857143,0.7885714285714285,0.7885714285714285,0.7828571428571428,0.7628571428571429,0.7771428571428571,0.7571428571428571
BME,0.9299999999999999,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9099999999999999,0.9133333333333333,0.95
Beef,0.7166666666666666,0.75,0.75,0.6666666666666666,0.7333333333333334,0.7166666666666666,0.5666666666666667
BeetleFly,0.8999999999999999,0.925,0.925,0.95,0.95,0.925,0.95
BirdChicken,0.875,0.875,0.875,0.875,0.875,0.925,0.725
CBF,0.9672222222222222,0.97,0.97,0.9744444444444444,0.9672222222222222,0.9516666666666667,0.9472222222222222
Car,0.8666666666666667,0.8833333333333333,0.8833333333333333,0.8999999999999999,0.8583333333333334,0.8916666666666666,0.7416666666666667
ChlorineConcentration,0.7252604166666667,0.7384114583333333,0.7384114583333333,0.7252604166666667,0.7205729166666667,0.7272135416666667,0.72890625
CinCECGTorso,0.9670289855072464,0.9648550724637681,0.9648550724637681,0.9713768115942029,0.942391304347826,0.9579710144927536,0.8945652173913043
Coffee,0.9642857142857143,0.9821428571428572,0.9821428571428572,0.9642857142857143,1.0,0.9642857142857143,0.9464285714285714
Computers,0.752,0.778,0.778,0.772,0.778,0.756,0.766
CricketX,0.7705128205128204,0.7679487179487179,0.7679487179487179,0.7743589743589743,0.7923076923076924,0.7705128205128204,0.7653846153846153
CricketY,0.7525641025641026,0.7589743589743589,0.7589743589743589,0.7525641025641026,0.7615384615384615,0.7653846153846153,0.7346153846153847
CricketZ,0.7897435897435898,0.8064102564102564,0.8064102564102564,0.7948717948717948,0.7794871794871795,0.7794871794871795,0.7897435897435898
Crop,0.7414880952380952,0.7391666666666666,0.7391666666666666,0.739702380952381,0.7399107142857142,0.7407142857142857,0.7308630952380952
