Estimators:,F-Stat,Info Gain,Info Gain(no_early_abandon),Kolmogorov,Kruskal Wallis,Moods Median,Wasserstein
ACSF1,0.8500000000000001,0.845,0.845,0.845,0.825,0.8200000000000001,0.83
Adiac,0.8044978482478482,0.802899277899278,0.802899277899278,0.7980232980232981,0.7986517799017798,0.7891772641772641,0.7794054669054669
ArrowHead,0.7804666848965456,0.7683893902105552,0.7683893902105552,0.7761370886883603,0.7998359310910583,0.7756357670221493,0.7538966365873667
BME,0.9433333333333334,0.94,0.94,0.9299999999999999,0.9033333333333333,0.9199999999999999,0.95
Beef,0.6833333333333333,0.7166666666666666,0.7166666666666666,0.7,0.7166666666666667,0.6833333333333333,0.6166666666666667
BeetleFly,0.9,0.925,0.925,0.95,0.925,0.95,0.925
BirdChicken,0.825,0.875,0.875,0.9,0.9,0.9,0.7
CBF,0.9657579102281089,0.9762656364974246,0.9762656364974246,0.9724025018395879,0.9729543782192789,0.9502501839587932,0.9491646789240015
Car,0.8849768652400232,0.8731925968768074,0.8731925968768074,0.894772990167727,0.8652400231347599,0.9048944476576055,0.7858588779641411
ToeSegmentation1,0.9453703703703704,0.9518518518518518,0.9518518518518518,0.9481481481481482,0.9518518518518518,0.9476851851851852,0.9222222222222222
ToeSegmentation2,0.9084119496855346,0.9319968553459119,0.9319968553459119,0.8970125786163522,0.9154874213836479,0.9249213836477987,0.8979952830188679
Trace,1.0,1.0,1.0,1.0,1.0,1.0,0.9910714285714286
TwoLeadECG,0.9815789473684211,0.9951746677766472,0.9951746677766472,0.9881571239169981,0.9925430888292788,0.9934202818117349,0.9170451392100638
UWaveGestureLibraryZ,0.7709731561352677,0.7726062201174957,0.7726062201174957,0.7714995513779361,0.7744973085159295,0.77286726515073,0.7583355781717634
Wafer,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Wine,0.787037037037037,0.7685185185185186,0.7685185185185186,0.8425925925925926,0.8148148148148149,0.8148148148148148,0.8148148148148149
WordSynonyms,0.47165572730917826,0.47414274944300566,0.47414274944300566,0.4735671261365587,0.4668436020256507,0.4358912187106513,0.4788067269965957
Worms,0.6471037296037296,0.6647960372960373,0.6647960372960373,0.675518648018648,0.6671037296037297,0.6501340326340327,0.6433508158508159
WormsTwoClass,0.7821969696969697,0.8162878787878788,0.8162878787878788,0.7897727272727273,0.8143939393939394,0.8181818181818181,0.8162878787878788
Yoga,0.8643839251372875,0.8671476548892565,0.8671476548892565,0.8678889826499374,0.8658309549346876,0.8650657277855184,0.8367552269302776
