Estimators:,F-Stat,Info Gain,Info Gain(no_early_abandon),Kolmogorov,Kruskal Wallis,Moods Median,Wasserstein
ACSF1,0.9806111111111111,0.98075,0.98075,0.9824444444444445,0.9853333333333334,0.9804444444444445,0.9826111111111111
Adiac,0.9902053139623155,0.9904937595765024,0.9904937595765024,0.990910415808149,0.9916475998011539,0.9900188044970308,0.9902331223071147
ArrowHead,0.9279620874022358,0.9391136052317617,0.9391136052317617,0.9362533692722373,0.935395917104856,0.9175007732755954,0.9173335248110999
BME,0.9943166666666665,0.9937333333333332,0.9937333333333332,0.99205,0.9926333333333333,0.98735,0.9940499999999999
Beef,0.9496527777777779,0.9468750000000001,0.9468750000000001,0.9423611111111111,0.9475694444444445,0.9440972222222223,0.8489583333333333
BeetleFly,1.0,0.995,0.995,0.995,1.0,1.0,0.975
BirdChicken,0.9550000000000001,0.9650000000000001,0.9650000000000001,0.9550000000000001,0.98,0.975,0.7250000000000001
CBF,0.998993837482968,0.9996551359469837,0.9996551359469837,0.9996736436269045,0.9996760250216773,0.9962780719065604,0.996320137127038
Car,0.9781504065040649,0.9753036559042741,0.9753036559042741,0.9693015162112768,0.967650351977618,0.9743681512902087,0.9178197130028655
ToeSegmentation1,0.9876736111111111,0.9914930555555556,0.9914930555555556,0.9878858024691358,0.9880787037037037,0.9881365740740741,0.9800733024691358
ToeSegmentation2,0.9761202830188679,0.9794614779874213,0.9794614779874213,0.9726808176100629,0.97562893081761,0.9818199685534591,0.9609866352201257
Trace,1.0,1.0,1.0,1.0,1.0,1.0,0.9957060185185185
TwoLeadECG,0.999835815373231,0.9999984583603121,0.9999984583603121,0.999998458360312,1.0,1.0,0.9861244719884068
UWaveGestureLibraryZ,0.9647340678063037,0.9635775037389793,0.9635775037389793,0.9650184016694328,0.96379211793192,0.9650612077592287,0.958004174408103
Wafer,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Wine,0.9348422496570644,0.921124828532236,0.921124828532236,0.9454732510288066,0.9156378600823045,0.9310699588477366,0.9101508916323731
WordSynonyms,0.9456404143579455,0.9455518245533044,0.9455518245533044,0.9459111518305011,0.9452762310334096,0.9406614370966234,0.9356503758437842
Worms,0.9152522465520684,0.9100168036702938,0.9100168036702938,0.9084127952854817,0.9217956984605615,0.9148650264315453,0.9069857935471506
WormsTwoClass,0.8920454545454546,0.8939393939393939,0.8939393939393939,0.8978994490358128,0.90650826446281,0.8961776859504132,0.9090909090909092
Yoga,0.9279949395836861,0.9396336067393594,0.9396336067393594,0.9373142492621342,0.929267191142842,0.9322185422623832,0.911651666636141
