Estimators:,F-Stat,Info Gain,Info Gain(no_early_abandon),Kolmogorov,Kruskal Wallis,Moods Median,Wasserstein
ACSF1,507747.0,514613.5,515949.5,483143.5,935699.5,531271.0,472953.0
Adiac,472286.0,488725.5,484069.0,408136.0,551776.0,520387.0,329189.0
ArrowHead,25216.0,24279.0,24543.0,25308.0,34485.0,27525.5,26513.0
BME,16867.0,17960.5,17570.5,17935.0,23717.0,17933.5,20338.0
Beef,37102.0,36144.5,36151.0,39513.5,54266.5,39349.0,35685.0
BeetleFly,37688.5,38899.0,38689.0,41224.5,59821.0,39640.0,41988.5
BirdChicken,33898.5,34100.5,34196.0,32516.0,52543.0,34245.5,34609.0
CBF,16499.0,16931.5,17270.5,17284.0,24014.5,18213.0,21559.5
Car,61544.5,58956.5,59156.0,58025.5,99832.0,60449.5,59082.5
ToeSegmentation1,32555.5,32938.5,31768.0,33194.5,49332.5,32866.5,33773.0
ToeSegmentation2,35028.0,36854.0,36079.5,35984.5,56907.0,37409.5,36526.5
Trace,60756.0,64570.0,64364.0,62099.5,103515.0,67693.0,61672.0
TwoLeadECG,13017.0,13585.0,13445.0,14444.0,16259.0,13526.0,17061.0
UWaveGestureLibraryZ,996309.5,1805989.0,1741708.0,1000687.5,1326154.5,998864.5,986923.5
Wafer,202554.5,1120584.5,1238446.0,229449.0,356735.5,206145.5,232057.0
Wine,29247.0,28225.5,27871.5,30706.5,35714.5,29479.0,28713.0
WordSynonyms,224979.0,274581.5,272797.5,252857.5,329665.0,313574.5,199100.5
Worms,733173.5,746276.0,747504.0,713914.0,1334869.5,713799.5,692833.0
WormsTwoClass,716448.0,771727.5,770497.5,713776.5,1397139.0,756949.0,711569.5
Yoga,300283.5,340453.5,337965.0,287181.0,500074.5,272634.5,263329.0
