Estimators:,F-Stat,Info Gain,Info Gain(no_early_abandon),Kolmogorov,Kruskal Wallis,Moods Median,Wasserstein
FordB,73170.0,65983.5,66932.0,72959.0,69065.0,66675.5,69108.0
FreezerRegularTrain,45575.5,38571.0,38404.5,38582.0,41649.0,37289.5,24614.5
FreezerSmallTrain,6676.0,8092.5,7925.0,8544.0,8305.0,9488.5,4981.5
GunPoint,1777.5,1549.5,1653.5,1610.5,1830.5,1951.0,963.0
GunPointAgeSpan,4661.0,4211.5,4842.5,4932.5,4318.0,4728.0,3086.0
GunPointMaleVersusFemale,4769.0,4057.0,4607.5,4625.5,4594.0,4687.0,3326.0
GunPointOldVersusYoung,4524.0,4354.5,5317.5,5237.0,5578.5,5905.5,3178.5
Ham,3746.5,3598.5,3641.0,3884.5,3976.5,3919.0,2759.5
HandOutlines,166624.5,157044.5,162289.0,159684.0,155463.5,157071.0,193517.0
Haptics,15689.0,14035.5,14472.5,14111.5,14548.5,14720.0,11728.0
Herring,1559.5,1705.0,1768.0,1774.5,1602.5,1886.5,1291.0
InlineSkate,48318.0,42704.0,42711.5,47789.0,49004.5,47995.0,28455.5
InsectEPGRegularTrain,5255.0,4257.5,4368.5,4579.5,4853.5,5200.0,2851.5
InsectWingbeatSound,26872.5,28258.0,29162.0,33170.5,37264.5,44347.0,22550.0
ItalyPowerDemand,4760.0,3619.0,4059.5,4128.0,4467.5,4542.5,3351.5
LargeKitchenAppliances,36428.0,31325.0,32818.5,31284.5,32569.5,33230.5,30905.5
Mallat,15680.0,20776.0,22877.0,22193.5,30047.5,47016.0,22233.5
Meat,1547.0,1317.5,1402.5,1414.0,1276.0,1640.5,1414.5
MedicalImages,12150.5,11961.5,13928.0,12264.5,12476.5,14552.5,11975.5
MiddlePhalanxOutlineAgeGroup,5026.0,5134.5,5163.5,5462.0,5532.0,5145.0,5091.0
MiddlePhalanxOutlineCorrect,14944.0,10910.0,11017.0,13913.0,14963.0,15168.5,12734.5
MiddlePhalanxTW,4899.0,5493.5,5386.5,6004.5,5268.5,5949.0,5373.0
MixedShapesRegularTrain,325887.0,327457.0,327942.0,348852.0,347211.0,335396.0,236396.5
MixedShapesSmallTrain,76597.5,75304.5,77806.0,82300.0,83238.5,93598.5,45476.0
MoteStrain,3920.5,4234.0,4424.0,4350.0,5054.5,5044.5,2004.5
NonInvasiveFetalECGThorax1,140866.0,124380.0,109678.5,135683.0,141438.0,119883.5,140340.5
NonInvasiveFetalECGThorax2,152477.5,114448.5,123634.0,131906.5,136726.0,133797.5,131569.5
OSULeaf,8751.5,9034.0,9783.5,9230.5,9741.0,10168.0,6418.5
OliveOil,787.0,629.5,653.5,703.5,658.5,1215.5,1196.0
PhalangesOutlinesCorrect,43833.0,32136.5,34642.0,45292.5,43865.0,41145.5,40509.0
Plane,1765.5,2584.0,2677.5,2858.0,2667.0,4002.5,1245.5
PowerCons,3006.0,2936.5,3123.5,2954.0,3281.5,3132.5,2783.5
ProximalPhalanxOutlineAgeGroup,5897.5,6102.5,6046.0,6780.0,6448.0,6614.0,7119.0
ProximalPhalanxOutlineCorrect,12299.5,9967.5,11714.0,12706.5,12783.5,12863.5,11043.0
ProximalPhalanxTW,4299.5,5290.0,5934.5,6288.0,4671.5,6246.0,5317.5
Rock,2718.5,2433.5,2435.0,2347.5,2353.0,2739.0,1785.0
ScreenType,43508.5,40782.5,44227.5,45439.5,40116.0,44140.5,42005.0
SemgHandGenderCh2,161819.5,131366.5,142875.5,155341.0,159246.5,156019.0,134582.0
SemgHandMovementCh2,133177.0,117495.0,129402.0,129997.0,140189.0,145086.0,123261.0
SemgHandSubjectCh2,150152.0,132046.0,135801.5,141020.5,146469.5,144105.5,127715.5
ShapeletSim,1281.5,1349.0,1447.0,1246.5,1263.5,1528.5,2345.0
ShapesAll,39878.5,40622.5,41032.5,42912.0,44911.0,43633.0,32011.0
SmoothSubspace,1983.0,2034.0,2189.0,2140.5,1998.5,2179.5,1868.0
SonyAIBORobotSurface2,3094.0,3019.5,2992.5,3291.5,3331.5,3926.5,1547.0
StarLightCurves,1407443.5,1463709.0,1554376.5,1436633.5,1423861.0,1438421.5,1328532.5
Strawberry,20271.0,16585.0,18861.5,19317.0,18014.5,18926.0,18038.0
SwedishLeaf,25226.5,22108.0,21032.5,25481.0,27810.0,27696.5,18039.0
Symbols,4172.0,4759.0,4904.0,5223.5,6223.0,9351.0,4246.0
SyntheticControl,6604.0,6756.5,6661.5,7630.5,7590.0,9446.5,6095.5
ToeSegmentation1,2289.0,2337.5,2534.0,2504.5,2472.5,2675.0,1197.5
ToeSegmentation2,1270.0,1470.5,1493.5,1419.5,1414.5,1683.5,715.5
Trace,1916.5,1991.5,2062.5,2115.0,2191.5,2945.0,1132.5
TwoLeadECG,2486.0,2422.5,2574.0,2872.0,2557.5,3015.0,1915.5
UMD,1128.5,1154.5,1216.5,1177.0,1190.5,1387.0,591.5
UWaveGestureLibraryX,204922.0,205323.5,219116.5,227406.0,226385.0,235631.5,197378.5
UWaveGestureLibraryZ,194374.0,203028.0,205401.5,224328.5,215798.5,222511.0,186247.5
Wafer,152052.5,145874.0,161306.0,168128.0,170346.0,164817.5,137664.5
Wine,1949.0,1541.0,1721.5,1869.0,1991.5,1990.5,1128.0
WordSynonyms,12935.0,13315.5,12525.0,15622.5,14794.0,19317.5,10528.0
Worms,7908.0,8102.5,7997.5,8240.0,8245.5,8079.5,7319.0
WormsTwoClass,8342.5,8731.0,8894.5,9458.0,9441.0,9584.5,10156.5
Yoga,116125.0,101166.5,103485.5,116058.5,125586.0,119028.5,65105.0
