Estimators:,F-Stat,Info Gain,Info Gain(no_early_abandon),Kolmogorov,Kruskal Wallis,Moods Median,Wasserstein
ACSF1,6791.5,7065.0,7573.0,6777.0,6114.5,9210.5,4083.5
Adiac,15264.5,12609.0,14871.0,13033.5,17475.0,18054.0,9942.5
ArrowHead,1682.5,1322.5,1453.5,1339.5,1455.0,1950.5,707.5
BME,929.5,811.5,861.0,913.0,942.0,1025.0,415.0
Beef,1170.5,1065.5,1033.5,1196.5,1222.0,1424.5,271.5
BeetleFly,697.5,807.5,765.0,703.0,656.0,789.5,314.0
BirdChicken,646.5,564.5,580.5,602.5,591.0,724.5,205.0
CBF,2268.0,1950.5,1989.5,2116.0,2375.0,3212.5,1527.5
Car,1652.0,988.0,999.0,1062.0,1204.5,1415.5,794.0
ChlorineConcentration,147288.5,126817.5,134799.0,150165.0,135213.0,145229.5,108471.5
CinCECGTorso,37554.5,37877.5,38768.0,39519.5,38165.5,45898.0,12628.0
Coffee,547.5,600.0,638.5,605.0,627.0,719.0,685.5
Computers,29328.0,28780.0,30757.5,31873.5,30097.5,30726.0,25800.5
CricketX,18656.5,15998.5,17355.0,17132.0,19395.0,18557.5,13069.5
CricketY,17204.0,15694.0,17447.0,17062.0,18338.0,18940.5,12595.5
CricketZ,17848.0,16217.5,17846.0,17948.0,19378.0,19747.0,13054.5
Crop,689247.5,731309.5,733626.0,749622.5,901634.0,783453.5,660672.5
DistalPhalanxOutlineAgeGroup,4321.0,4357.5,4823.0,4674.0,4039.5,4270.5,4075.0
DistalPhalanxOutlineCorrect,15496.0,11731.5,12309.5,13180.5,14882.5,14900.5,11088.5
DistalPhalanxTW,3375.5,4526.0,4775.0,4648.5,3334.0,3662.0,3631.0
ECG200,1362.5,1225.5,1356.5,1266.5,1461.0,1485.5,1115.5
ECG5000,84830.0,87371.0,90577.5,99453.0,99242.5,87586.0,81955.5
ECGFiveDays,1856.0,1859.5,1925.5,2017.5,1942.0,2390.0,1653.5
EOGHorizontalSignal,49229.0,53310.5,53415.5,55202.5,56348.5,58344.0,39006.5
EOGVerticalSignal,54900.5,55599.5,57468.0,57361.5,59528.5,61767.0,44758.0
EthanolLevel,69053.5,72889.5,75793.0,71651.0,67129.5,72579.0,85044.0
FaceAll,49886.0,48986.5,55890.5,53358.5,61535.5,59003.5,45845.0
FacesUCR,26678.5,27653.0,31097.0,30753.5,33089.5,42149.5,22413.5
Fish,5548.0,4258.0,4353.0,5354.5,5119.5,6133.5,4461.5
FordA,121104.5,119814.5,114033.0,124153.5,127194.5,124537.0,130271.0
