Estimators:,F-Stat,Info Gain,Info Gain(no_early_abandon),Kolmogorov,Kruskal Wallis,Moods Median,Wasserstein
ACSF1,72735.0,76321.5,72057.5,67468.0,114885.0,75558.5,65792.0
Adiac,303901.0,286604.5,282973.5,279261.5,321388.0,327231.0,267488.0
ArrowHead,8929.0,13430.0,7234.0,7737.0,8784.5,8900.0,8211.0
BME,6285.5,5753.0,5808.5,6250.0,6429.5,6204.0,5741.0
Beef,9823.0,14674.0,9108.5,9739.5,11195.0,10570.0,8437.5
BeetleFly,9700.0,13920.0,8147.5,8541.0,11456.0,9413.0,9405.0
BirdChicken,7896.0,13672.0,7350.0,7903.0,10670.5,8966.5,8477.0
CBF,5354.5,5212.0,5216.0,5350.5,6045.5,5969.5,5676.5
Car,13122.5,11997.5,11976.0,11939.5,16713.0,12575.5,11820.0
ToeSegmentation1,9262.5,9500.5,9593.5,9673.5,11015.5,9718.0,7623.0
ToeSegmentation2,9002.0,8924.5,9166.0,9438.5,11510.5,9598.0,8372.0
Trace,15691.5,16069.5,16009.0,15925.0,20139.0,19453.0,14497.5
TwoLeadECG,4812.5,4493.5,4606.5,4867.0,5065.5,4823.5,5101.5
UWaveGestureLibraryZ,640344.0,689611.0,670622.0,652295.5,666293.5,611791.0,636627.0
Wafer,103378.5,224192.5,206598.0,109204.0,122884.5,106828.5,107234.0
Wine,10659.5,10097.0,10033.0,11052.5,11826.5,11442.5,9333.0
WordSynonyms,115753.0,125019.0,121999.0,118710.0,132217.0,132304.0,108631.5
Worms,114126.5,116443.5,115601.5,112553.0,181521.0,115811.0,114679.0
WormsTwoClass,106908.5,110336.0,110378.0,103623.0,173499.5,113418.5,108039.0
Yoga,82165.0,82802.5,84319.0,76509.5,102296.0,78375.0,69797.5
