Estimators:,F-Stat,Info Gain,Info Gain(no_early_abandon),Kolmogorov,Kruskal Wallis,Moods Median,Wasserstein
ACSF1,7105.0,7857.0,7915.5,7387.0,6313.0,10346.5,4358.0
Adiac,16609.5,13857.0,13693.5,13648.5,18044.0,18754.5,10272.0
ArrowHead,1821.0,1398.5,1390.0,1552.5,1583.0,2231.0,778.0
BME,860.0,914.5,874.5,900.5,1040.0,1077.5,426.0
Beef,1463.0,1263.5,1249.0,1487.0,1646.0,1666.0,303.5
BeetleFly,677.5,773.5,766.0,872.0,715.0,878.0,348.0
BirdChicken,640.0,631.0,653.0,635.5,640.0,702.5,205.5
CBF,2380.0,2190.0,2167.5,2182.0,2904.0,3836.0,1674.5
Car,1630.0,905.5,920.0,1103.5,1200.0,1453.0,812.5
ToeSegmentation1,2556.5,2410.0,2375.0,2528.5,2589.0,2649.0,1231.5
ToeSegmentation2,1289.5,1514.5,1509.0,1391.0,1467.0,1809.0,666.5
Trace,2056.0,1843.0,1811.0,1979.5,2300.0,3233.5,1181.0
TwoLeadECG,2524.5,2650.5,2636.5,2915.0,2518.5,3038.5,2314.5
UWaveGestureLibraryZ,181161.5,182174.5,180859.0,194946.5,182990.5,199306.0,179064.0
Wafer,134526.0,124854.5,121991.0,123434.0,125025.5,132423.5,112582.0
Wine,2403.5,2051.0,1929.0,2263.0,2391.5,2475.0,1293.0
WordSynonyms,14390.0,14117.0,14146.5,16443.5,14968.5,20765.5,10350.5
Worms,8309.0,8656.0,8481.5,8549.0,8143.0,8275.5,7888.5
WormsTwoClass,7835.5,9763.0,10097.0,9562.0,11059.0,10296.5,10874.5
Yoga,138777.5,117127.0,118713.0,121334.0,138641.5,121517.5,68997.5
