Estimators:,F-Stat,Info Gain,Info Gain(no_early_abandon),Kolmogorov,Kruskal Wallis,Moods Median,Wasserstein
ACSF1,6034.5,6083.5,5986.0,5453.5,5050.5,7233.5,3899.5
Adiac,13994.5,13217.5,11539.5,11292.0,14105.0,15087.0,10116.0
ArrowHead,1257.5,1286.5,1122.0,1220.5,1282.0,1687.5,669.5
BME,846.0,831.5,796.5,840.0,831.5,962.0,443.5
Beef,842.0,858.0,879.5,873.5,934.5,1133.5,271.5
BeetleFly,604.0,617.0,648.0,613.0,634.5,693.0,314.5
BirdChicken,545.5,550.5,524.5,508.5,541.0,625.0,204.5
CBF,2213.5,2240.5,1968.5,1933.0,2276.0,3196.0,1610.5
Car,1280.5,1242.5,927.0,954.0,1051.0,1039.0,703.0
ToeSegmentation1,2133.5,2055.5,2147.0,2260.0,2162.5,2428.5,1132.5
ToeSegmentation2,1168.5,1227.0,1314.0,1393.5,1354.5,1466.5,681.5
Trace,1791.0,1772.5,1685.5,1937.0,2012.5,2843.5,1249.5
TwoLeadECG,2506.0,2520.0,2334.0,2469.0,2336.0,2665.0,2151.5
UWaveGestureLibraryZ,187803.0,187622.0,205363.5,221934.0,197840.0,208105.0,194994.5
Wafer,176995.0,173214.0,171289.0,170181.5,172678.0,167872.5,157408.5
Wine,1577.5,1546.0,1389.5,1387.5,1492.0,1577.0,936.0
WordSynonyms,11963.5,11964.5,13146.5,13232.0,13945.0,15903.0,10580.0
Worms,7217.5,7146.5,7307.0,7401.5,7636.5,7266.0,7054.0
WormsTwoClass,7310.5,7211.0,7500.0,7837.5,7792.0,7762.5,8287.5
Yoga,113559.0,110689.5,98525.5,101592.0,107691.5,100094.5,67930.5
