Estimators:,F-Stat,Info Gain,Info Gain(no_early_abandon),Kolmogorov,Kruskal Wallis,Moods Median,Wasserstein
ACSF1,6388.5,6811.0,7746.5,6083.5,5494.5,8154.5,4026.5
Adiac,14496.5,12187.0,15324.0,12167.0,15369.5,16414.5,9501.5
ArrowHead,1469.0,1166.5,1169.5,1290.0,1339.0,1833.5,731.5
BME,789.5,789.5,800.5,851.5,932.5,951.5,436.0
Beef,1145.5,1035.5,992.0,1003.5,1174.5,1284.5,290.0
BeetleFly,713.5,723.0,665.0,607.5,707.5,749.0,285.0
BirdChicken,597.5,558.0,564.5,563.0,616.0,658.0,194.5
CBF,2200.0,1917.0,1929.5,2080.5,2485.0,3077.5,1667.5
Car,1410.5,890.5,918.5,938.5,1152.5,1192.0,729.0
ToeSegmentation1,2160.0,2038.5,2491.5,2297.5,2386.0,2485.0,1222.5
ToeSegmentation2,1192.5,1359.5,1283.5,1391.0,1410.0,1396.0,683.5
Trace,1879.0,1899.5,1747.5,1863.0,2022.5,2804.0,1228.5
TwoLeadECG,2573.5,2284.5,2358.0,2585.0,2416.0,2887.5,2013.5
UWaveGestureLibraryZ,190320.5,189747.0,232440.5,193803.5,200552.0,200240.5,196206.0
Wafer,180907.5,172532.5,166687.0,158320.5,156757.5,160635.0,148704.0
Wine,1987.5,1423.5,1507.0,1549.5,1898.5,1896.5,1035.0
WordSynonyms,12033.0,14237.0,14669.5,13913.0,14431.5,17602.5,10610.5
Worms,7484.0,7294.0,7333.5,7876.5,6927.0,7789.0,7819.0
WormsTwoClass,7749.5,8185.5,8216.5,8783.5,8645.5,8413.5,9845.0
Yoga,121402.0,106845.5,106023.0,104880.0,116276.0,113405.5,72156.5
