Estimators:,F-Stat,Info Gain,Info Gain(no_early_abandon),Kolmogorov,Kruskal Wallis,Moods Median,Wasserstein
ACSF1,0.8515565428723324,0.8515565428723324,0.8353000856399699,0.8295675123249493,0.8255572726282109,0.858143654591023,0.8275067114426382
Adiac,0.7852146848947381,0.7852146848947381,0.7780711255235074,0.783761443737581,0.780364126512992,0.7814666945550068,0.7735955653852397
ArrowHead,0.7866439934369738,0.7866439934369738,0.749716965737938,0.7710901886054784,0.7758302530349723,0.7641353638015551,0.7508034737779348
BME,0.9368108308102863,0.9368108308102863,0.9195720127498556,0.936754089371482,0.9194979212610743,0.9238269885073437,0.9534534805748898
Beef,0.6954195804195804,0.6954195804195804,0.7062121212121213,0.7162878787878787,0.659088134088134,0.6984615384615385,0.591961371961372
BeetleFly,0.8743069795701375,0.8743069795701375,0.8982110006473984,0.949874686716792,0.974937343358396,0.974937343358396,0.8982110006473984
BirdChicken,0.898989898989899,0.898989898989899,0.9232736572890026,0.898989898989899,0.898989898989899,0.9232736572890026,0.7457838970828605
CBF,0.9677386130785541,0.9677386130785541,0.9755187518883681,0.9727296477411664,0.9760828581183874,0.9449463979416803,0.9398255474192603
Car,0.8985700785016202,0.8985700785016202,0.8897807038360199,0.8753197694848549,0.889242816919658,0.8926993331573744,0.8168444388916651
ToeSegmentation1,0.9539464414131676,0.9539464414131676,0.9539565135709314,0.956156555181056,0.9583380939560799,0.9495715705597617,0.9142560518622701
ToeSegmentation2,0.8811089411214568,0.8811089411214568,0.9111946589684294,0.924430648858892,0.8980504943972436,0.9144907073556752,0.8696215704164195
Trace,1.0,1.0,1.0,1.0,1.0,1.0,0.9900648148148148
TwoLeadECG,0.9784554635689602,0.9784554635689602,0.9806603068211562,0.9894610020759487,0.9899004386643395,0.9704964487801125,0.920543432958926
UWaveGestureLibraryZ,0.7600131993367967,0.7600131993367967,0.7659569223126652,0.7628885852449323,0.7671421723930569,0.764025276371462,0.7494975774056478
Wafer,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Wine,0.8047223043709706,0.8047223043709706,0.794212962962963,0.8139974457215837,0.8236440775140466,0.8047223043709706,0.8229568554931751
WordSynonyms,0.6172725924433482,0.6172725924433482,0.6133454712773182,0.6288736701961304,0.6124318835471205,0.5947917885587005,0.6212054910404008
Worms,0.7103981356988875,0.7103981356988875,0.7386491931433624,0.7161302931056861,0.7244619091909732,0.7260042550094501,0.7096174462945622
WormsTwoClass,0.7983075162086302,0.7983075162086302,0.7786014441407427,0.7916836000800416,0.7917388167388167,0.7983075162086302,0.795448766272489
Yoga,0.864595170725492,0.864595170725492,0.8710935167764154,0.8691239954344059,0.8711608692753783,0.8663802258966306,0.8435161805752354
