Estimators:,F-Stat,Info Gain,Info Gain(no_early_abandon),Kolmogorov,Kruskal Wallis,Moods Median,Wasserstein
ACSF1,146798.5,146715.0,146665.5,136584.0,250807.5,154343.0,132979.0
Adiac,355210.0,355313.0,334182.0,315146.5,392591.5,420522.0,276094.0
ArrowHead,10751.5,10811.5,10528.0,10763.0,13330.5,12306.5,9724.0
BME,8229.5,8133.0,8225.5,8403.0,9694.5,8772.0,8367.0
Beef,14151.0,14078.0,14477.0,14270.0,18745.0,16083.0,11177.0
BeetleFly,13748.0,13741.0,14128.0,13644.0,19474.5,14490.0,12651.0
BirdChicken,12668.5,12630.0,12378.5,12213.0,17224.5,13067.5,11215.5
CBF,7495.5,7338.5,7250.5,7313.0,9047.0,8663.5,8523.5
Car,22468.0,22280.5,20377.0,19955.0,30732.5,20925.0,19900.5
ToeSegmentation1,13775.0,13085.5,13950.5,14212.0,17871.5,14686.5,12551.0
ToeSegmentation2,13488.0,13322.5,14126.0,14511.0,19189.0,14572.0,12604.5
Trace,23675.5,23185.0,24349.0,24851.5,34696.0,29252.5,22662.0
TwoLeadECG,6525.0,6349.0,6494.5,6793.0,7119.5,6536.0,7620.0
UWaveGestureLibraryZ,706902.5,677299.0,916941.5,719399.5,781378.5,720682.5,711096.0
Wafer,119959.5,120486.5,382675.5,127563.0,159185.0,117360.0,120528.0
Wine,15115.5,14714.0,14299.5,14441.0,16098.0,15536.5,12565.0
WordSynonyms,132799.5,133196.0,149286.5,142679.5,174340.0,171505.5,122314.0
Worms,221965.0,222670.5,231365.5,219012.5,387949.0,226962.5,220328.5
WormsTwoClass,216163.5,215544.5,224378.5,212935.5,382531.0,221585.0,222268.5
Yoga,124050.5,123784.0,128594.5,116273.5,172125.0,116970.5,102894.0
