Estimators:,F-Stat,Info Gain,Info Gain(no_early_abandon),Kolmogorov,Kruskal Wallis,Moods Median,Wasserstein
ACSF1,56586240.0,77895680.0,79403008.0,55971840.0,49889280.0,83372032.0,42956800.0
Adiac,125696000.0,122488832.0,129585152.0,105490432.0,132669440.0,136386560.0,89446400.0
ArrowHead,30842880.0,44546048.0,57550848.0,27383808.0,27123712.0,32741376.0,19286016.0
BME,24750080.0,21549056.0,21819392.0,21825536.0,21868544.0,24365056.0,17469440.0
Beef,38977536.0,53108736.0,61368320.0,35207168.0,37705728.0,40136704.0,18098176.0
BeetleFly,28170240.0,46135296.0,55279616.0,27762688.0,27615232.0,28981248.0,18190336.0
BirdChicken,26281984.0,32966656.0,38084608.0,24553472.0,23842816.0,26808320.0,16986112.0
CBF,23126016.0,19671040.0,19421184.0,19400704.0,19877888.0,22671360.0,17496064.0
Car,36612096.0,26980352.0,27088896.0,28289024.0,29231104.0,33239040.0,25452544.0
ToeSegmentation1,32012288.0,30795776.0,30783488.0,32776192.0,32770048.0,33636352.0,21147648.0
ToeSegmentation2,26093568.0,27844608.0,27869184.0,28514304.0,27473920.0,30547968.0,18941952.0
Trace,36077568.0,34007040.0,33964032.0,36204544.0,39292928.0,50731008.0,27701248.0
TwoLeadECG,21794816.0,19451904.0,19425280.0,20189184.0,19224576.0,20815872.0,18708480.0
UWaveGestureLibraryZ,169517056.0,166285312.0,164468736.0,169416704.0,167491584.0,171520000.0,166180864.0
Wafer,93865984.0,92069888.0,90816512.0,90148864.0,92614656.0,97587200.0,85817344.0
Wine,48672768.0,41388032.0,41349120.0,42713088.0,46600192.0,49815552.0,33304576.0
WordSynonyms,66617344.0,69677056.0,69482496.0,67743744.0,75083776.0,94740480.0,60059648.0
Worms,74014720.0,83081216.0,82616320.0,83140608.0,88264704.0,85393408.0,89473024.0
WormsTwoClass,80484352.0,100790272.0,100782080.0,102627328.0,111724544.0,104278016.0,131295232.0
Yoga,101392384.0,86200320.0,86083584.0,88301568.0,99758080.0,94644224.0,59652096.0
