Estimators:,F-Stat,Info Gain,Info Gain(no_early_abandon),Kolmogorov,Kruskal Wallis,Moods Median,Wasserstein
ACSF1,49741824.0,49485824.0,46520320.0,44058624.0,41349120.0,58372096.0,38895616.0
Adiac,107032576.0,106774528.0,96428032.0,95950848.0,113332224.0,121591808.0,86677504.0
ArrowHead,25966592.0,25643008.0,22890496.0,25681920.0,24758272.0,27985920.0,18626560.0
BME,24094720.0,24141824.0,20666368.0,21082112.0,20699136.0,22480896.0,17442816.0
Beef,29075456.0,28798976.0,28465152.0,27969536.0,28817408.0,33200128.0,17823744.0
BeetleFly,25257984.0,25053184.0,24817664.0,24258560.0,23560192.0,26507264.0,17799168.0
BirdChicken,25040896.0,24662016.0,21549056.0,21600256.0,21526528.0,24729600.0,16742400.0
CBF,20201472.0,20176896.0,18417664.0,18376704.0,18722816.0,21778432.0,17606656.0
Car,33124352.0,32925696.0,26611712.0,26974208.0,27090944.0,29429760.0,24975360.0
ToeSegmentation1,30808064.0,30885888.0,28755968.0,28954624.0,28934144.0,31043584.0,20682752.0
ToeSegmentation2,25729024.0,25657344.0,26814464.0,27199488.0,26961920.0,28006400.0,18939904.0
Trace,35395584.0,35366912.0,33681408.0,34695168.0,35379200.0,44173312.0,27883520.0
TwoLeadECG,20183040.0,20340736.0,18618368.0,18903040.0,18176000.0,19265536.0,18184192.0
UWaveGestureLibraryZ,168019968.0,168599552.0,163772416.0,164108288.0,165187584.0,167370752.0,164139008.0
Wafer,109574144.0,109969408.0,108402688.0,107313152.0,110028800.0,110082048.0,108144640.0
Wine,39186432.0,39016448.0,34402304.0,34852864.0,37603328.0,39350272.0,28086272.0
WordSynonyms,62883840.0,62926848.0,64964608.0,63752192.0,68446208.0,77389824.0,59117568.0
Worms,65114112.0,65204224.0,71170048.0,71534592.0,73486336.0,71282688.0,74801152.0
WormsTwoClass,68302848.0,68202496.0,73363456.0,75888640.0,78528512.0,76027904.0,89079808.0
Yoga,85698560.0,85188608.0,75751424.0,77993984.0,83152896.0,79370240.0,60039168.0
