Estimators:,F-Stat,Info Gain,Info Gain(no_early_abandon),Kolmogorov,Kruskal Wallis,Moods Median,Wasserstein
ACSF1,52819968.0,53301248.0,76963840.0,49039360.0,45424640.0,67461120.0,40751104.0
Adiac,115372032.0,99921920.0,118026240.0,100206592.0,122052608.0,128669696.0,86966272.0
ArrowHead,28461056.0,24518656.0,55771136.0,25950208.0,26519552.0,29394944.0,19073024.0
BME,23965696.0,20969472.0,20961280.0,21512192.0,21327872.0,22829056.0,17594368.0
Beef,33718272.0,30646272.0,57608192.0,32274432.0,33255424.0,36304896.0,18063360.0
BeetleFly,26093568.0,26273792.0,55244800.0,24678400.0,24795136.0,27336704.0,18008064.0
BirdChicken,25536512.0,23906304.0,51615744.0,23732224.0,23085056.0,26187776.0,16674816.0
CBF,20385792.0,18245632.0,18374656.0,18862080.0,19015680.0,21684224.0,17768448.0
Car,35670016.0,26521600.0,26707968.0,27113472.0,27975680.0,32045056.0,25194496.0
ToeSegmentation1,30726144.0,30226432.0,30400512.0,30836736.0,31123456.0,32663552.0,21188608.0
ToeSegmentation2,26216448.0,27101184.0,27211776.0,27824128.0,27742208.0,28372992.0,18970624.0
Trace,36718592.0,34402304.0,34416640.0,35973120.0,38176768.0,46036992.0,28100608.0
TwoLeadECG,20000768.0,18800640.0,18636800.0,19195904.0,18388992.0,20027392.0,17799168.0
UWaveGestureLibraryZ,167647232.0,164249600.0,165328896.0,165980160.0,89427968.0,168951808.0,165945344.0
Wafer,105979904.0,104302592.0,104914944.0,102334464.0,105699328.0,106752000.0,100798464.0
Wine,43354112.0,37181440.0,37292032.0,39432192.0,41924608.0,42936320.0,31019008.0
WordSynonyms,64018432.0,66656256.0,81207296.0,66715648.0,71675904.0,84391936.0,59873280.0
Worms,69711872.0,76193792.0,76173312.0,77719552.0,77737984.0,77215744.0,83169280.0
WormsTwoClass,73279488.0,83146752.0,83017728.0,85829632.0,89526272.0,85854208.0,107522048.0
Yoga,90380288.0,80701440.0,80404480.0,81022976.0,88543232.0,86521856.0,59639808.0
