Estimators:,F-Stat,Info Gain,Info Gain(no_early_abandon),Kolmogorov,Kruskal Wallis,Moods Median,Wasserstein
ACSF1,0.9795,0.9827777777777778,0.9827777777777778,0.9799722222222222,0.9833055555555555,0.9831666666666665,0.9815277777777778
Adiac,0.990039516238103,0.9911262361996989,0.9911262361996989,0.9914211098636363,0.9902061349348775,0.9899525195942213,0.9864762354383259
ArrowHead,0.9323072334408554,0.9393358667314745,0.9393358667314745,0.9383131545225576,0.9343162034377623,0.9413751049445451,0.927675091688392
BME,0.9974999999999998,0.9942333333333333,0.9942333333333333,0.9937833333333332,0.9938166666666667,0.99535,0.9900833333333334
Beef,0.9423611111111112,0.9336805555555555,0.9336805555555555,0.9361111111111111,0.9625,0.9576388888888889,0.826388888888889
BeetleFly,0.9650000000000001,0.9800000000000001,0.9800000000000001,0.9775,0.99,1.0,0.98
BirdChicken,0.97,0.945,0.945,0.945,0.9750000000000001,0.9575,0.7250000000000001
CBF,0.9994048587885545,0.9997473817044469,0.9997473817044469,0.9998317013501796,0.999824741422024,0.9997811872909699,0.9959521676166773
Car,0.9772886066048451,0.9694396185404962,0.9694396185404962,0.9753879838752134,0.9728516579800395,0.964699578078112,0.9479480193738108
ToeSegmentation1,0.9885995370370371,0.9901041666666666,0.9901041666666666,0.9908564814814815,0.9901813271604938,0.9908179012345679,0.9764274691358025
ToeSegmentation2,0.9717963836477987,0.9861438679245282,0.9861438679245282,0.9889937106918238,0.9844732704402516,0.9898781446540881,0.9662932389937107
Trace,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TwoLeadECG,0.999670859926618,0.9997926494619678,0.9997926494619678,0.9998604816082386,0.9997941911016557,0.9997965035611877,0.9829957142416674
UWaveGestureLibraryZ,0.964159379674894,0.9640572803680294,0.9640572803680294,0.9644576846642131,0.9641186244827953,0.9647604216655168,0.9624115473381201
Wafer,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Wine,0.9694787379972565,0.9722222222222222,0.9722222222222222,0.9783950617283951,0.9835390946502057,0.9910836762688614,0.904320987654321
WordSynonyms,0.9433473245657364,0.9450310275479079,0.9450310275479079,0.942691607063651,0.942677738526198,0.942064692876621,0.9372752637364572
Worms,0.9110765071899369,0.9198925872105645,0.9198925872105645,0.9161101353203311,0.9174966338470244,0.9179687200722557,0.9253575599301884
WormsTwoClass,0.878271349862259,0.8775826446280992,0.8775826446280992,0.8898071625344353,0.8898071625344353,0.8815426997245179,0.8906680440771351
Yoga,0.9346400863773039,0.9399756806970223,0.9399756806970223,0.9396381855941633,0.9367622180598074,0.9425209655710323,0.9246357353484465
